"MUN_COD";"MUN_NOME";"Ano";"razmam"
316560;"Senador Cortes";"2008";2.5
316560;"Senador Cortes";"2009";6.3
316560;"Senador Cortes";"2010";36
316560;"Senador Cortes";"2011";22
316560;"Senador Cortes";"2012";58.2
316560;"Senador Cortes";"2013";100
316560;"Senador Cortes";"2014";48.8
316560;"Senador Cortes";"2015";100
316560;"Senador Cortes";"2016";52.6
316560;"Senador Cortes";"2017";87.4
316560;"Senador Cortes";"2018";90.3
316570;"Senador Firmino";"2008";10.4
316570;"Senador Firmino";"2009";36.6
316570;"Senador Firmino";"2010";26.9
316570;"Senador Firmino";"2011";44.5
316570;"Senador Firmino";"2012";40.9
316570;"Senador Firmino";"2013";64.6
316570;"Senador Firmino";"2014";79.3
316570;"Senador Firmino";"2015";100
316570;"Senador Firmino";"2016";36.7
316570;"Senador Firmino";"2017";34.9
316570;"Senador Firmino";"2018";17.8
316730;"Silveirânia";"2008";47.3
316730;"Silveirânia";"2009";60.3
316730;"Silveirânia";"2010";78.6
316730;"Silveirânia";"2011";100
316730;"Silveirânia";"2012";100
316730;"Silveirânia";"2013";100
316730;"Silveirânia";"2014";100
316730;"Silveirânia";"2015";100
316730;"Silveirânia";"2016";17.3
316730;"Silveirânia";"2017";100
316730;"Silveirânia";"2018";30.2
316750;"Simão Pereira";"2008";36.5
316750;"Simão Pereira";"2009";36.1
316750;"Simão Pereira";"2010";64.7
316750;"Simão Pereira";"2011";77.2
316750;"Simão Pereira";"2012";98.1
316750;"Simão Pereira";"2013";82.7
316750;"Simão Pereira";"2014";57.6
316750;"Simão Pereira";"2015";54.8
316750;"Simão Pereira";"2016";84.8
316750;"Simão Pereira";"2017";51.6
316750;"Simão Pereira";"2018";93.7
316790;"Tabuleiro";"2008";29.2
316790;"Tabuleiro";"2009";55.5
316790;"Tabuleiro";"2010";63.3
316790;"Tabuleiro";"2011";60.2
316790;"Tabuleiro";"2012";73.4
316790;"Tabuleiro";"2013";71.2
316790;"Tabuleiro";"2014";83.4
316790;"Tabuleiro";"2015";72.7
316790;"Tabuleiro";"2016";91.3
316790;"Tabuleiro";"2017";46.3
316790;"Tabuleiro";"2018";60.7
316900;"Tocantins";"2008";34.6
316900;"Tocantins";"2009";66.4
316900;"Tocantins";"2010";74.2
316900;"Tocantins";"2011";79.4
316900;"Tocantins";"2012";97
316900;"Tocantins";"2013";100
316900;"Tocantins";"2014";87.5
316900;"Tocantins";"2015";95.2
316900;"Tocantins";"2016";65.3
316900;"Tocantins";"2017";57.7
316900;"Tocantins";"2018";40.8
316920;"Tombos";"2008";35.7
316920;"Tombos";"2009";44.7
316920;"Tombos";"2010";61
316920;"Tombos";"2011";50.6
316920;"Tombos";"2012";59.9
316920;"Tombos";"2013";85
316920;"Tombos";"2014";74.6
316920;"Tombos";"2015";64.9
316920;"Tombos";"2016";74.1
316920;"Tombos";"2017";53.3
316920;"Tombos";"2018";58.2
316990;"Ubá";"2008";52.6
316990;"Ubá";"2009";53.3
316990;"Ubá";"2010";60.3
316990;"Ubá";"2011";62.6
316990;"Ubá";"2012";80.8
316990;"Ubá";"2013";86.8
316990;"Ubá";"2014";67.2
316990;"Ubá";"2015";66.9
316990;"Ubá";"2016";44.9
316990;"Ubá";"2017";42.9
316990;"Ubá";"2018";29.2
317140;"Vieiras";"2008";12.4
317140;"Vieiras";"2009";65
317140;"Vieiras";"2010";38.1
317140;"Vieiras";"2011";85.3
317140;"Vieiras";"2012";56.5
317140;"Vieiras";"2013";55.4
317140;"Vieiras";"2014";65.3
317140;"Vieiras";"2015";69.7
317140;"Vieiras";"2016";73.7
317140;"Vieiras";"2017";58.2
317140;"Vieiras";"2018";79.2
317200;"Visconde do Rio Branco";"2008";25.3
317200;"Visconde do Rio Branco";"2009";52.3
317200;"Visconde do Rio Branco";"2010";61
317200;"Visconde do Rio Branco";"2011";57.3
317200;"Visconde do Rio Branco";"2012";66.1
317200;"Visconde do Rio Branco";"2013";69.2
317200;"Visconde do Rio Branco";"2014";65.1
317200;"Visconde do Rio Branco";"2015";60.6
317200;"Visconde do Rio Branco";"2016";62.8
317200;"Visconde do Rio Branco";"2017";47.6
317200;"Visconde do Rio Branco";"2018";52.1
317210;"Volta Grande";"2008";1.1
317210;"Volta Grande";"2009";13.6
317210;"Volta Grande";"2010";11.4
317210;"Volta Grande";"2011";9.9
317210;"Volta Grande";"2012";16.6
317210;"Volta Grande";"2013";64.1
317210;"Volta Grande";"2014";2.7
317210;"Volta Grande";"2015";56.2
317210;"Volta Grande";"2016";10.6
317210;"Volta Grande";"2017";57.9
317210;"Volta Grande";"2018";53.3
