"MUN_COD";"MUN_NOME";"Ano";"razcito"
315620;"Rochedo de Minas";"2017";100
315620;"Rochedo de Minas";"2018";86
315630;"Rodeiro";"2008";100
315630;"Rodeiro";"2009";100
315630;"Rodeiro";"2010";100
315630;"Rodeiro";"2011";100
315630;"Rodeiro";"2012";100
315630;"Rodeiro";"2013";100
315630;"Rodeiro";"2014";100
315630;"Rodeiro";"2015";100
315630;"Rodeiro";"2016";100
315630;"Rodeiro";"2017";100
315630;"Rodeiro";"2018";100
315645;"Rosário da Limeira";"2008";100
315645;"Rosário da Limeira";"2009";100
315645;"Rosário da Limeira";"2010";100
315645;"Rosário da Limeira";"2011";100
315645;"Rosário da Limeira";"2012";83.3
315645;"Rosário da Limeira";"2013";100
315645;"Rosário da Limeira";"2014";91.3
315645;"Rosário da Limeira";"2015";88.8
315645;"Rosário da Limeira";"2016";83.7
315645;"Rosário da Limeira";"2017";75
315645;"Rosário da Limeira";"2018";74.6
315727;"Santa Bárbara do Monte Verde";"2008";100
315727;"Santa Bárbara do Monte Verde";"2009";100
315727;"Santa Bárbara do Monte Verde";"2010";100
315727;"Santa Bárbara do Monte Verde";"2011";100
315727;"Santa Bárbara do Monte Verde";"2012";100
315727;"Santa Bárbara do Monte Verde";"2013";100
315727;"Santa Bárbara do Monte Verde";"2014";100
315727;"Santa Bárbara do Monte Verde";"2015";100
315727;"Santa Bárbara do Monte Verde";"2016";100
315727;"Santa Bárbara do Monte Verde";"2017";100
315727;"Santa Bárbara do Monte Verde";"2018";97.1
315930;"Santa Rita de Jacutinga";"2008";100
315930;"Santa Rita de Jacutinga";"2009";100
315930;"Santa Rita de Jacutinga";"2010";100
315930;"Santa Rita de Jacutinga";"2011";76.7
315930;"Santa Rita de Jacutinga";"2012";92.8
315930;"Santa Rita de Jacutinga";"2013";98.8
315930;"Santa Rita de Jacutinga";"2014";73.5
315930;"Santa Rita de Jacutinga";"2015";88.6
315930;"Santa Rita de Jacutinga";"2016";79.9
315930;"Santa Rita de Jacutinga";"2017";81.1
315930;"Santa Rita de Jacutinga";"2018";86.1
315840;"Santana de Cataguases";"2008";62.3
315840;"Santana de Cataguases";"2009";65.8
315840;"Santana de Cataguases";"2010";100
315840;"Santana de Cataguases";"2011";89
315840;"Santana de Cataguases";"2012";76.4
315840;"Santana de Cataguases";"2013";55.8
315840;"Santana de Cataguases";"2014";99.7
315840;"Santana de Cataguases";"2015";53.3
315840;"Santana de Cataguases";"2016";42.3
315840;"Santana de Cataguases";"2017";62.1
315840;"Santana de Cataguases";"2018";42.2
315860;"Santana do Deserto";"2008";86.4
315860;"Santana do Deserto";"2009";69.6
315860;"Santana do Deserto";"2010";75.2
315860;"Santana do Deserto";"2011";61.2
315860;"Santana do Deserto";"2012";68.1
315860;"Santana do Deserto";"2013";73.3
315860;"Santana do Deserto";"2014";62.2
315860;"Santana do Deserto";"2015";100
315860;"Santana do Deserto";"2016";100
315860;"Santana do Deserto";"2017";76.1
315860;"Santana do Deserto";"2018";64.9
316000;"Santo Antônio do Aventureiro";"2008";96.6
316000;"Santo Antônio do Aventureiro";"2009";75.9
316000;"Santo Antônio do Aventureiro";"2010";84.1
316000;"Santo Antônio do Aventureiro";"2011";84
316000;"Santo Antônio do Aventureiro";"2012";64.5
316000;"Santo Antônio do Aventureiro";"2013";69.5
316000;"Santo Antônio do Aventureiro";"2014";63.6
316000;"Santo Antônio do Aventureiro";"2015";67.4
316000;"Santo Antônio do Aventureiro";"2016";73.1
316000;"Santo Antônio do Aventureiro";"2017";62.5
316000;"Santo Antônio do Aventureiro";"2018";19.4
316070;"Santos Dumont";"2008";38.8
316070;"Santos Dumont";"2009";44.6
316070;"Santos Dumont";"2010";33.4
316070;"Santos Dumont";"2011";72.7
316070;"Santos Dumont";"2012";55.2
316070;"Santos Dumont";"2013";62.5
316070;"Santos Dumont";"2014";72.3
316070;"Santos Dumont";"2015";42.3
316070;"Santos Dumont";"2016";27.8
316070;"Santos Dumont";"2017";47.6
316070;"Santos Dumont";"2018";42.8
316140;"São Francisco do Glória";"2008";98.2
316140;"São Francisco do Glória";"2009";61.6
316140;"São Francisco do Glória";"2010";91.2
316140;"São Francisco do Glória";"2011";80.6
316140;"São Francisco do Glória";"2012";72.8
316140;"São Francisco do Glória";"2013";66.7
316140;"São Francisco do Glória";"2014";61.2
316140;"São Francisco do Glória";"2015";47.9
316140;"São Francisco do Glória";"2016";54.3
316140;"São Francisco do Glória";"2017";63.2
316140;"São Francisco do Glória";"2018";62.6
316150;"São Geraldo";"2008";81.6
316150;"São Geraldo";"2009";81.9
316150;"São Geraldo";"2010";58.7
316150;"São Geraldo";"2011";51
316150;"São Geraldo";"2012";54.4
316150;"São Geraldo";"2013";67.2
316150;"São Geraldo";"2014";66.1
316150;"São Geraldo";"2015";81.8
316150;"São Geraldo";"2016";26.1
316150;"São Geraldo";"2017";52.1
316150;"São Geraldo";"2018";40
316290;"São João Nepomuceno";"2008";86.5
316290;"São João Nepomuceno";"2009";83.2
316290;"São João Nepomuceno";"2010";82.2
316290;"São João Nepomuceno";"2011";60.9
316290;"São João Nepomuceno";"2012";66.9
316290;"São João Nepomuceno";"2013";78.8
316290;"São João Nepomuceno";"2014";65.9
316290;"São João Nepomuceno";"2015";68.5
316290;"São João Nepomuceno";"2016";67.4
316290;"São João Nepomuceno";"2017";56.9
316290;"São João Nepomuceno";"2018";54.8
316443;"São Sebastião da Vargem Alegre";"2008";57.1
316443;"São Sebastião da Vargem Alegre";"2009";50.7
316443;"São Sebastião da Vargem Alegre";"2010";54.5
316443;"São Sebastião da Vargem Alegre";"2011";61.9
316443;"São Sebastião da Vargem Alegre";"2012";68
316443;"São Sebastião da Vargem Alegre";"2013";63.8
316443;"São Sebastião da Vargem Alegre";"2014";54.8
316443;"São Sebastião da Vargem Alegre";"2015";66.3
316443;"São Sebastião da Vargem Alegre";"2016";62.8
316443;"São Sebastião da Vargem Alegre";"2017";76.7
316443;"São Sebastião da Vargem Alegre";"2018";77.4
316560;"Senador Cortes";"2008";100
316560;"Senador Cortes";"2009";100
316560;"Senador Cortes";"2010";100
316560;"Senador Cortes";"2011";100
316560;"Senador Cortes";"2012";100
316560;"Senador Cortes";"2013";87.8
316560;"Senador Cortes";"2014";96.6
316560;"Senador Cortes";"2015";100
316560;"Senador Cortes";"2016";78.7
316560;"Senador Cortes";"2017";1.9
316560;"Senador Cortes";"2018";100
316570;"Senador Firmino";"2008";89
316570;"Senador Firmino";"2009";92.9
316570;"Senador Firmino";"2010";88
316570;"Senador Firmino";"2011";82.6
316570;"Senador Firmino";"2012";71.1
316570;"Senador Firmino";"2013";100
316570;"Senador Firmino";"2014";100
316570;"Senador Firmino";"2015";100
316570;"Senador Firmino";"2016";100
316570;"Senador Firmino";"2017";100
316570;"Senador Firmino";"2018";100
316730;"Silveirânia";"2008";100
316730;"Silveirânia";"2009";100
316730;"Silveirânia";"2010";100
316730;"Silveirânia";"2011";100
316730;"Silveirânia";"2012";100
316730;"Silveirânia";"2013";100
316730;"Silveirânia";"2014";100
316730;"Silveirânia";"2015";100
316730;"Silveirânia";"2016";100
316730;"Silveirânia";"2017";100
316730;"Silveirânia";"2018";100
316750;"Simão Pereira";"2008";100
316750;"Simão Pereira";"2009";100
316750;"Simão Pereira";"2010";100
316750;"Simão Pereira";"2011";100
316750;"Simão Pereira";"2012";100
316750;"Simão Pereira";"2013";93.5
316750;"Simão Pereira";"2014";82.5
316750;"Simão Pereira";"2015";55.7
316750;"Simão Pereira";"2016";82.6
316750;"Simão Pereira";"2017";49.5
316750;"Simão Pereira";"2018";89.1
316790;"Tabuleiro";"2008";100
316790;"Tabuleiro";"2009";100
316790;"Tabuleiro";"2010";100
316790;"Tabuleiro";"2011";100
316790;"Tabuleiro";"2012";100
316790;"Tabuleiro";"2013";100
316790;"Tabuleiro";"2014";100
316790;"Tabuleiro";"2015";100
316790;"Tabuleiro";"2016";100
316790;"Tabuleiro";"2017";100
316790;"Tabuleiro";"2018";100
316900;"Tocantins";"2008";100
316900;"Tocantins";"2009";100
316900;"Tocantins";"2010";100
316900;"Tocantins";"2011";100
316900;"Tocantins";"2012";100
316900;"Tocantins";"2013";100
316900;"Tocantins";"2014";100
316900;"Tocantins";"2015";100
316900;"Tocantins";"2016";100
316900;"Tocantins";"2017";100
316900;"Tocantins";"2018";100
316920;"Tombos";"2008";90.6
316920;"Tombos";"2009";100
316920;"Tombos";"2010";100
316920;"Tombos";"2011";100
316920;"Tombos";"2012";100
316920;"Tombos";"2013";100
316920;"Tombos";"2014";79.4
316920;"Tombos";"2015";100
316920;"Tombos";"2016";96.6
316920;"Tombos";"2017";90.6
316920;"Tombos";"2018";100
316990;"Ubá";"2008";100
316990;"Ubá";"2009";100
316990;"Ubá";"2010";100
316990;"Ubá";"2011";100
316990;"Ubá";"2012";100
316990;"Ubá";"2013";100
316990;"Ubá";"2014";100
316990;"Ubá";"2015";100
316990;"Ubá";"2016";100
316990;"Ubá";"2017";100
316990;"Ubá";"2018";100
317140;"Vieiras";"2008";79.2
317140;"Vieiras";"2009";75.4
317140;"Vieiras";"2010";100
317140;"Vieiras";"2011";97.2
317140;"Vieiras";"2012";93.4
317140;"Vieiras";"2013";100
317140;"Vieiras";"2014";100
317140;"Vieiras";"2015";95.2
317140;"Vieiras";"2016";84.8
317140;"Vieiras";"2017";93.8
317140;"Vieiras";"2018";99.7
317200;"Visconde do Rio Branco";"2008";50.9
317200;"Visconde do Rio Branco";"2009";68.6
317200;"Visconde do Rio Branco";"2010";64.8
317200;"Visconde do Rio Branco";"2011";63.8
317200;"Visconde do Rio Branco";"2012";73.8
317200;"Visconde do Rio Branco";"2013";60.9
317200;"Visconde do Rio Branco";"2014";63.9
317200;"Visconde do Rio Branco";"2015";85.7
317200;"Visconde do Rio Branco";"2016";38.3
317200;"Visconde do Rio Branco";"2017";49.7
317200;"Visconde do Rio Branco";"2018";56
317210;"Volta Grande";"2008";57.8
317210;"Volta Grande";"2009";60.3
317210;"Volta Grande";"2010";46.1
317210;"Volta Grande";"2011";52.2
317210;"Volta Grande";"2012";23.1
317210;"Volta Grande";"2013";0.5
317210;"Volta Grande";"2014";23.1
317210;"Volta Grande";"2015";43.5
317210;"Volta Grande";"2016";22.7
317210;"Volta Grande";"2017";15.6
317210;"Volta Grande";"2018";28.3
